1.000000e+003 5.796556e+005 2.781325e+005 
9.090909e+002 5.619378e+005 2.742296e+005 
8.264463e+002 5.445629e+005 2.701593e+005 
7.513148e+002 5.275375e+005 2.659460e+005 
6.830135e+002 5.108639e+005 2.616120e+005 
6.209213e+002 4.945417e+005 2.571757e+005 
5.644739e+002 4.785693e+005 2.526521e+005 
5.131581e+002 4.629452e+005 2.480520e+005 
4.665074e+002 4.476697e+005 2.433837e+005 
4.240976e+002 4.324127e+005 2.365800e+005 
3.855433e+002 4.178910e+005 2.319680e+005 
3.504939e+002 4.037312e+005 2.273002e+005 
3.186308e+002 3.899434e+005 2.225920e+005 
2.896644e+002 3.765362e+005 2.178634e+005 
2.633313e+002 3.635149e+005 2.131388e+005 
2.393920e+002 3.508792e+005 2.084454e+005 
2.176291e+002 3.386222e+005 2.038118e+005 
1.978447e+002 3.267299e+005 1.992653e+005 
1.798588e+002 3.151815e+005 1.948300e+005 
1.635080e+002 3.039509e+005 1.905245e+005 
1.486436e+002 2.930080e+005 1.863609e+005 
1.351306e+002 2.823212e+005 1.823435e+005 
1.228460e+002 2.718590e+005 1.784693e+005 
1.116782e+002 2.615924e+005 1.747284e+005 
1.015256e+002 2.514962e+005 1.711047e+005 
9.229600e+001 2.415503e+005 1.675778e+005 
8.390545e+001 2.317402e+005 1.641239e+005 
7.627768e+001 2.220577e+005 1.607182e+005 
6.934335e+001 2.125000e+005 1.573353e+005 
6.303941e+001 2.030701e+005 1.539512e+005 
5.730855e+001 1.937755e+005 1.505439e+005 
5.209868e+001 1.846280e+005 1.470942e+005 
4.736244e+001 1.756425e+005 1.435865e+005 
4.305676e+001 1.668366e+005 1.400088e+005 
3.914251e+001 1.582297e+005 1.363535e+005 
3.558410e+001 1.498421e+005 1.326174e+005 
3.234918e+001 1.416942e+005 1.288018e+005 
2.940835e+001 1.338054e+005 1.249128e+005 
2.673486e+001 1.261933e+005 1.209602e+005 
2.430442e+001 1.188724e+005 1.169580e+005 
2.209493e+001 1.118539e+005 1.129227e+005 
2.008630e+001 1.051449e+005 1.088729e+005 
1.826027e+001 9.874779e+004 1.048278e+005 
1.660025e+001 9.266118e+004 1.008064e+005 
1.509113e+001 8.687965e+004 9.682649e+004 
1.371921e+001 8.139468e+004 9.290363e+004 
1.247201e+001 7.619534e+004 8.905097e+004 
1.133819e+001 7.126914e+004 8.527879e+004 
1.030745e+001 6.660284e+004 8.159453e+004 
9.370406e+000 6.218320e+004 7.800295e+004 
8.518551e+000 5.799758e+004 7.450650e+004 
7.744138e+000 5.403440e+004 7.110582e+004 
7.040125e+000 5.028339e+004 6.780026e+004 
6.400114e+000 4.673567e+004 6.458847e+004 
5.818285e+000 4.338363e+004 6.146887e+004 
5.289350e+000 4.022070e+004 5.844005e+004 
