MPE 
4.000000e+001 
2000 
2 
-1 -1 1 -1 2.100000e+000 1.414308e-004
0 -1 -1 -1 2.100000e+000 1.414308e-004
7 
-1 -1 1 2 3.300000e+000 2.222484e-004
0 2 3 4 6.825000e+000 4.596501e-004
0 1 5 6 6.250000e-001 4.209250e-005
1 4 -1 -1 4.225000e+000 2.845453e-004
1 3 -1 -1 8.675000e+000 5.842439e-004
2 6 -1 -1 3.925000e+000 2.643409e-004
2 5 -1 -1 6.350000e+000 4.276598e-004
2 
-1 -1 1 -1 2.737500e+000 1.843652e-004
0 -1 -1 -1 2.737500e+000 1.843652e-004
2 
-1 -1 1 -1 5.512500e+000 3.712559e-004
0 -1 -1 -1 5.512500e+000 3.712559e-004
2 
-1 -1 1 -1 2.412500e+000 1.624771e-004
0 -1 -1 -1 2.412500e+000 1.624771e-004
2 
-1 -1 1 -1 2.125000e+000 1.431145e-004
0 -1 -1 -1 2.125000e+000 1.431145e-004
2 
-1 -1 1 -1 1.737500e+000 1.170172e-004
0 -1 -1 -1 1.737500e+000 1.170172e-004
2 
-1 -1 1 -1 4.212500e+000 2.837035e-004
0 -1 -1 -1 4.212500e+000 2.837035e-004
2 
-1 -1 1 -1 5.000000e-001 3.367400e-005
0 -1 -1 -1 5.000000e-001 3.367400e-005
3 
-1 -1 1 2 4.000000e+000 2.693920e-004
0 2 -1 -1 6.000000e+000 4.040880e-004
0 1 -1 -1 6.575000e+000 4.428131e-004
2 
-1 -1 1 -1 9.625000e-001 6.482245e-005
0 -1 -1 -1 9.625000e-001 6.482245e-005
2 
-1 -1 1 -1 1.550000e+000 1.043894e-004
0 -1 -1 -1 1.550000e+000 1.043894e-004
2 
-1 -1 1 -1 3.175000e+000 2.138299e-004
0 -1 -1 -1 3.175000e+000 2.138299e-004
2 
-1 -1 1 -1 9.125000e-001 6.145505e-005
0 -1 -1 -1 9.125000e-001 6.145505e-005
2 
-1 -1 1 -1 6.537500e+000 4.402876e-004
0 -1 -1 -1 6.537500e+000 4.402876e-004
2 
-1 -1 1 -1 2.362500e+000 1.591097e-004
0 -1 -1 -1 2.362500e+000 1.591097e-004
2 
-1 -1 1 -1 2.587500e+000 1.742630e-004
0 -1 -1 -1 2.587500e+000 1.742630e-004
2 
-1 -1 1 -1 1.875000e-001 1.262775e-005
0 -1 -1 -1 1.875000e-001 1.262775e-005
3 
-1 -1 1 2 1.447500e+001 9.748624e-004
0 2 -1 -1 9.025000e+000 6.078157e-004
0 1 -1 -1 5.000000e-002 3.367400e-006
2 
-1 -1 1 -1 3.750000e+000 2.525550e-004
0 -1 -1 -1 3.750000e+000 2.525550e-004
2 
-1 -1 1 -1 1.287500e+000 8.671056e-005
0 -1 -1 -1 1.287500e+000 8.671056e-005
3 
-1 -1 1 2 1.175000e+000 7.913390e-005
0 2 -1 -1 2.600000e+000 1.751048e-004
0 1 -1 -1 2.700000e+000 1.818396e-004
2 
-1 -1 1 -1 1.000000e+000 6.734800e-005
0 -1 -1 -1 1.000000e+000 6.734800e-005
2 
-1 -1 1 -1 1.250000e-001 8.418500e-006
0 -1 -1 -1 1.250000e-001 8.418500e-006
2 
-1 -1 1 -1 3.975000e+000 2.677083e-004
0 -1 -1 -1 3.975000e+000 2.677083e-004
2 
-1 -1 1 -1 2.375000e-001 1.599515e-005
0 -1 -1 -1 2.375000e-001 1.599515e-005
5 
-1 -1 1 2 5.500000e-001 3.704140e-005
0 2 3 4 3.375000e+000 2.272995e-004
0 1 -1 -1 2.425000e+000 1.633189e-004
1 4 -1 -1 5.650000e+000 3.805162e-004
1 3 -1 -1 5.750000e+000 3.872510e-004
2 
-1 -1 1 -1 1.062500e+000 7.155725e-005
0 -1 -1 -1 1.062500e+000 7.155725e-005
2 
-1 -1 1 -1 3.650000e+000 2.458202e-004
0 -1 -1 -1 3.650000e+000 2.458202e-004
2 
-1 -1 1 -1 1.375000e-001 9.260351e-006
0 -1 -1 -1 1.375000e-001 9.260351e-006
2 
-1 -1 1 -1 6.625000e-001 4.461805e-005
0 -1 -1 -1 6.625000e-001 4.461805e-005
2 
-1 -1 1 -1 3.000000e-001 2.020440e-005
0 -1 -1 -1 3.000000e-001 2.020440e-005
2 
-1 -1 1 -1 2.262500e+000 1.523749e-004
0 -1 -1 -1 2.262500e+000 1.523749e-004
2 
-1 -1 1 -1 9.162500e+000 6.170761e-004
0 -1 -1 -1 9.162500e+000 6.170761e-004
2 
-1 -1 1 -1 7.500000e-002 5.051100e-006
0 -1 -1 -1 7.500000e-002 5.051100e-006
2 
-1 -1 1 -1 8.125000e-001 5.472025e-005
0 -1 -1 -1 8.125000e-001 5.472025e-005
2 
-1 -1 1 -1 3.000000e-001 2.020440e-005
0 -1 -1 -1 3.000000e-001 2.020440e-005
2 
-1 -1 1 -1 2.087500e+000 1.405890e-004
0 -1 -1 -1 2.087500e+000 1.405890e-004
2 
-1 -1 1 -1 2.025000e+000 1.363797e-004
0 -1 -1 -1 2.025000e+000 1.363797e-004
3 
-1 -1 1 2 2.175000e+000 1.464819e-004
0 2 -1 -1 2.475000e+000 1.666863e-004
0 1 -1 -1 2.000000e+000 1.346960e-004
3 
-1 -1 1 2 1.975000e+000 1.330123e-004
0 2 -1 -1 6.250000e-001 4.209250e-005
0 1 -1 -1 7.000000e+000 4.714360e-004
2 
-1 -1 1 -1 4.275000e+000 2.879127e-004
0 -1 -1 -1 4.275000e+000 2.879127e-004
2 
-1 -1 1 -1 3.750000e-001 2.525550e-005
0 -1 -1 -1 3.750000e-001 2.525550e-005
2 
-1 -1 1 -1 1.000000e-001 6.734800e-006
0 -1 -1 -1 1.000000e-001 6.734800e-006
2 
-1 -1 1 -1 3.337500e+000 2.247740e-004
0 -1 -1 -1 3.337500e+000 2.247740e-004
2 
-1 -1 1 -1 4.600000e+000 3.098008e-004
0 -1 -1 -1 4.600000e+000 3.098008e-004
3 
-1 -1 1 2 6.550000e+000 4.411294e-004
0 2 -1 -1 3.200000e+000 2.155136e-004
0 1 -1 -1 1.525000e+000 1.027057e-004
2 
-1 -1 1 -1 5.175000e+000 3.485259e-004
0 -1 -1 -1 5.175000e+000 3.485259e-004
2 
-1 -1 1 -1 2.225000e+000 1.498493e-004
0 -1 -1 -1 2.225000e+000 1.498493e-004
2 
-1 -1 1 -1 8.750000e-001 5.892950e-005
0 -1 -1 -1 8.750000e-001 5.892950e-005
2 
-1 -1 1 -1 8.000000e-001 5.387840e-005
0 -1 -1 -1 8.000000e-001 5.387840e-005
2 
-1 -1 1 -1 2.387500e+000 1.607934e-004
0 -1 -1 -1 2.387500e+000 1.607934e-004
2 
-1 -1 1 -1 6.550000e+000 4.411294e-004
0 -1 -1 -1 6.550000e+000 4.411294e-004
2 
-1 -1 1 -1 3.787500e+000 2.550806e-004
0 -1 -1 -1 3.787500e+000 2.550806e-004
3 
-1 -1 1 2 8.150000e+000 5.488862e-004
0 2 -1 -1 3.000000e+000 2.020440e-004
0 1 -1 -1 3.575000e+000 2.407691e-004
2 
-1 -1 1 -1 1.450000e+000 9.765461e-005
0 -1 -1 -1 1.450000e+000 9.765461e-005
2 
-1 -1 1 -1 5.250000e-001 3.535770e-005
0 -1 -1 -1 5.250000e-001 3.535770e-005
2 
-1 -1 1 -1 1.675000e+000 1.128079e-004
0 -1 -1 -1 1.675000e+000 1.128079e-004
2 
-1 -1 1 -1 8.475000e+000 5.707743e-004
0 -1 -1 -1 8.475000e+000 5.707743e-004
2 
-1 -1 1 -1 2.862500e+000 1.927837e-004
0 -1 -1 -1 2.862500e+000 1.927837e-004
2 
-1 -1 1 -1 6.525000e+000 4.394457e-004
0 -1 -1 -1 6.525000e+000 4.394457e-004
2 
-1 -1 1 -1 5.875000e-001 3.956695e-005
0 -1 -1 -1 5.875000e-001 3.956695e-005
2 
-1 -1 1 -1 4.137500e+000 2.786524e-004
0 -1 -1 -1 4.137500e+000 2.786524e-004
5 
-1 -1 1 2 4.800000e+000 3.232704e-004
0 2 3 4 1.015000e+001 6.835822e-004
0 1 -1 -1 7.375000e+000 4.966915e-004
1 4 -1 -1 1.975000e+000 1.330123e-004
1 3 -1 -1 2.550000e+000 1.717374e-004
2 
-1 -1 1 -1 4.237500e+000 2.853872e-004
0 -1 -1 -1 4.237500e+000 2.853872e-004
2 
-1 -1 1 -1 8.987500e+000 6.052902e-004
0 -1 -1 -1 8.987500e+000 6.052902e-004
3 
-1 -1 1 2 3.075000e+000 2.070951e-004
0 2 -1 -1 2.250000e-001 1.515330e-005
0 1 -1 -1 2.975000e+000 2.003603e-004
2 
-1 -1 1 -1 1.875000e-001 1.262775e-005
0 -1 -1 -1 1.875000e-001 1.262775e-005
2 
-1 -1 1 -1 8.412500e+000 5.665651e-004
0 -1 -1 -1 8.412500e+000 5.665651e-004
2 
-1 -1 1 -1 2.525000e+000 1.700537e-004
0 -1 -1 -1 2.525000e+000 1.700537e-004
2 
-1 -1 1 -1 8.250000e-001 5.556210e-005
0 -1 -1 -1 8.250000e-001 5.556210e-005
2 
-1 -1 1 -1 1.950000e+000 1.313286e-004
0 -1 -1 -1 1.950000e+000 1.313286e-004
3 
-1 -1 1 2 1.645000e+001 1.107875e-003
0 2 -1 -1 1.000000e+000 6.734800e-005
0 1 -1 -1 1.625000e+000 1.094405e-004
2 
-1 -1 1 -1 2.350000e+000 1.582678e-004
0 -1 -1 -1 2.350000e+000 1.582678e-004
2 
-1 -1 1 -1 7.750000e-001 5.219470e-005
0 -1 -1 -1 7.750000e-001 5.219470e-005
2 
-1 -1 1 -1 6.500000e-001 4.377620e-005
