3.000000e-011 8.616353e+007 
3.600000e-011 8.450568e+007 
4.320000e-011 8.259521e+007 
5.184000e-011 8.041033e+007 
6.220800e-011 7.793382e+007 
7.464960e-011 7.515580e+007 
8.957952e-011 7.207687e+007 
1.074954e-010 6.871127e+007 
1.289945e-010 6.508951e+007 
1.547934e-010 6.125978e+007 
1.857521e-010 5.728715e+007 
2.229025e-010 5.324986e+007 
2.674830e-010 4.923267e+007 
3.209796e-010 4.531781e+007 
3.851755e-010 4.157551e+007 
4.622106e-010 3.805662e+007 
5.546528e-010 3.478949e+007 
6.655833e-010 3.178093e+007 
7.987000e-010 2.902230e+007 
9.584400e-010 2.650368e+007 
1.150128e-009 2.420432e+007 
1.380154e-009 2.210496e+007 
1.656184e-009 2.018833e+007 
1.987421e-009 1.843854e+007 
2.384905e-009 1.684105e+007 
2.861886e-009 1.538256e+007 
3.434264e-009 1.405116e+007 
4.121117e-009 1.283573e+007 
4.945340e-009 1.172628e+007 
5.934408e-009 1.071372e+007 
7.121289e-009 9.789681e+006 
8.545547e-009 8.946602e+006 
1.025466e-008 8.177703e+006 
1.230559e-008 7.476649e+006 
1.476671e-008 6.837828e+006 
1.772005e-008 6.256148e+006 
2.126406e-008 5.726954e+006 
2.551687e-008 5.246168e+006 
3.062024e-008 4.810017e+006 
3.674429e-008 4.415180e+006 
4.409315e-008 4.058689e+006 
5.291178e-008 3.737864e+006 
6.349413e-008 3.450358e+006 
7.619296e-008 3.194012e+006 
9.143155e-008 2.966863e+006 
1.097179e-007 2.767083e+006 
1.316614e-007 2.592893e+006 
1.579937e-007 2.442468e+006 
1.895925e-007 2.313944e+006 
2.275110e-007 2.205256e+006 
2.730131e-007 2.114156e+006 
3.276158e-007 2.038194e+006 
3.931389e-007 1.974771e+006 
4.717667e-007 1.921251e+006 
5.661201e-007 1.875132e+006 
6.793441e-007 1.834209e+006 
8.152129e-007 1.796723e+006 
9.782555e-007 1.761416e+006 
1.173907e-006 1.727493e+006 
1.408688e-006 1.694518e+006 
1.690425e-006 1.662279e+006 
2.028511e-006 1.630669e+006 
2.434213e-006 1.599613e+006 
2.921055e-006 1.569032e+006 
3.505266e-006 1.538835e+006 
4.206319e-006 1.508927e+006 
5.047583e-006 1.479210e+006 
6.057100e-006 1.449587e+006 
7.268520e-006 1.419963e+006 
8.722224e-006 1.390246e+006 
1.046667e-005 1.360346e+006 
1.256000e-005 1.330179e+006 
1.507200e-005 1.299666e+006 
1.808640e-005 1.268741e+006 
2.170368e-005 1.237355e+006 
2.604442e-005 1.205477e+006 
3.125331e-005 1.173103e+006 
3.750397e-005 1.140253e+006 
4.500476e-005 1.106969e+006 
5.400571e-005 1.073306e+006 
6.480685e-005 1.039321e+006 
7.776822e-005 1.005074e+006 
9.332187e-005 9.624369e+005 
1.119862e-004 9.290853e+005 
1.343835e-004 8.954332e+005 
1.612602e-004 8.615337e+005 
1.935122e-004 8.274342e+005 
2.322147e-004 7.931814e+005 
2.786576e-004 7.588256e+005 
3.343891e-004 7.244245e+005 
4.012670e-004 6.900453e+005 
4.815203e-004 6.557654e+005 
5.778244e-004 6.216724e+005 
6.933893e-004 5.878624e+005 
8.320672e-004 5.544374e+005 
9.984806e-004 5.215040e+005 
1.198177e-003 4.891710e+005 
1.437812e-003 4.575486e+005 
1.725374e-003 4.267472e+005 
2.070449e-003 3.968779e+005 
2.484539e-003 3.680533e+005 
2.981447e-003 3.403854e+005 
3.577736e-003 3.139759e+005 
4.293284e-003 2.889013e+005 
5.151941e-003 2.651959e+005 
6.182329e-003 2.428462e+005 
7.418794e-003 2.217989e+005 
8.902553e-003 2.019831e+005 
1.068306e-002 1.833319e+005 
1.281968e-002 1.657972e+005 
1.538361e-002 1.493499e+005 
1.846033e-002 1.339718e+005 
2.215240e-002 1.196439e+005 
2.658288e-002 1.063406e+005 
3.189946e-002 9.402916e+004 
3.827935e-002 8.267588e+004 
4.593522e-002 7.225128e+004 
5.512226e-002 6.273344e+004 
6.614672e-002 5.410772e+004 
7.937606e-002 4.636440e+004 
9.525127e-002 3.949491e+004 
1.143015e-001 3.348657e+004 
1.371618e-001 2.831547e+004 
1.645942e-001 2.393844e+004 
1.975130e-001 2.028742e+004 
2.370156e-001 1.727067e+004 
2.844188e-001 1.478217e+004 
3.413025e-001 1.271609e+004 
4.095630e-001 1.097999e+004 
4.914756e-001 9.501435e+003 
5.897708e-001 8.227358e+003 
7.077249e-001 7.118943e+003 
8.492699e-001 6.146320e+003 
1.019124e+000 5.285489e+003 
1.222949e+000 4.517615e+003 
1.467538e+000 3.829290e+003 
1.761046e+000 3.212403e+003 
2.113255e+000 2.663006e+003 
2.535906e+000 2.179450e+003 
3.043088e+000 1.760482e+003 
3.651705e+000 1.403986e+003 
4.382046e+000 1.106580e+003 
5.258455e+000 8.638144e+002 
6.310146e+000 6.704929e+002 
7.572176e+000 5.208027e+002 
9.086611e+000 4.082762e+002 
1.090393e+001 3.258575e+002 
1.308472e+001 2.663131e+002 
1.570166e+001 2.229460e+002 
1.884200e+001 1.903003e+002 
2.261040e+001 1.645125e+002 
2.713247e+001 1.431949e+002 
3.255897e+001 1.250137e+002 
3.907076e+001 1.092351e+002 
4.688492e+001 9.541756e+001 
5.626190e+001 8.326193e+001 
6.751428e+001 7.254903e+001 
8.101714e+001 6.310855e+001 
9.722056e+001 5.480017e+001 
1.166647e+002 4.750274e+001 
1.399976e+002 4.110913e+001 
1.679971e+002 3.552402e+001 
2.015966e+002 3.066211e+001 
2.419159e+002 2.644545e+001 
2.902990e+002 2.279942e+001 
3.483589e+002 1.964824e+001 
4.180306e+002 1.691224e+001 
5.016367e+002 1.450921e+001 
6.019641e+002 1.236107e+001 
7.223569e+002 1.040365e+001 
8.668283e+002 8.595598e+000 
1.040194e+003 6.922152e+000 
1.248233e+003 5.391914e+000 
1.497879e+003 4.028466e+000 
1.797455e+003 2.859795e+000 
2.156946e+003 1.908040e+000 
2.588335e+003 1.181173e+000 
3.106003e+003 6.681456e-001 
3.727203e+003 3.390899e-001 
4.472644e+003 1.510470e-001 
5.367172e+003 5.751905e-002 
6.440607e+003 1.814080e-002 
7.728728e+003 4.561679e-003 
9.274474e+003 8.737406e-004 
1.112937e+004 1.206773e-004 
1.335524e+004 1.125357e-005 
1.602629e+004 6.547973e-007 
1.923155e+004 2.162512e-008 
2.307786e+004 3.618401e-010 
2.769343e+004 2.676694e-012 
3.323212e+004 7.433574e-015 
3.987854e+004 6.369678e-018 
4.785425e+004 1.330868e-021 
5.742510e+004 5.112024e-026 
6.891012e+004 2.572250e-031 
8.269214e+004 1.128993e-037 
9.923057e+004 2.653442e-045 
1.190767e+005 1.859407e-054 
1.428920e+005 1.924154e-065 
1.714704e+005 1.265421e-078 
2.057645e+005 1.922920e-094 
2.469174e+005 2.005130e-113 
2.963009e+005 3.342348e-136 
3.555611e+005 1.550309e-163 
4.266733e+005 2.455389e-196 
5.120079e+005 1.071057e-235 
6.144095e+005 6.273104e-283 
7.372914e+005 0.000000e+000 
8.847497e+005 0.000000e+000 
1.061700e+006 0.000000e+000 
1.274040e+006 0.000000e+000 
1.528848e+006 0.000000e+000 
1.834617e+006 0.000000e+000 
2.201540e+006 0.000000e+000 
2.641849e+006 0.000000e+000 
3.170218e+006 0.000000e+000 
3.804262e+006 0.000000e+000 
4.565114e+006 0.000000e+000 
5.478137e+006 0.000000e+000 
6.573764e+006 0.000000e+000 
7.888517e+006 0.000000e+000 
9.466221e+006 0.000000e+000 
1.135946e+007 0.000000e+000 
1.363136e+007 0.000000e+000 
1.635763e+007 0.000000e+000 
1.962916e+007 0.000000e+000 
2.355499e+007 0.000000e+000 
2.826598e+007 0.000000e+000 
3.391918e+007 0.000000e+000 
4.070302e+007 0.000000e+000 
4.884362e+007 0.000000e+000 
5.861234e+007 0.000000e+000 
7.033481e+007 0.000000e+000 
8.440178e+007 0.000000e+000 
1.012821e+008 0.000000e+000 
1.215386e+008 0.000000e+000 
1.458463e+008 0.000000e+000 
1.750155e+008 0.000000e+000 
2.100186e+008 0.000000e+000 
2.520224e+008 0.000000e+000 
3.024268e+008 0.000000e+000 
3.629122e+008 0.000000e+000 
4.354946e+008 0.000000e+000 
5.225935e+008 0.000000e+000 
6.271123e+008 0.000000e+000 
7.525347e+008 0.000000e+000 
9.030417e+008 0.000000e+000 
1.083650e+009 0.000000e+000 
1.300380e+009 0.000000e+000 
1.560456e+009 0.000000e+000 
1.872547e+009 0.000000e+000 
2.247057e+009 0.000000e+000 
2.696468e+009 0.000000e+000 
3.235762e+009 0.000000e+000 
3.882914e+009 0.000000e+000 
4.659497e+009 0.000000e+000 
5.591396e+009 0.000000e+000 
6.709675e+009 0.000000e+000 
8.051610e+009 0.000000e+000 
9.661932e+009 0.000000e+000 
1.159432e+010 0.000000e+000 
1.391318e+010 0.000000e+000 
1.669582e+010 0.000000e+000 
2.003498e+010 0.000000e+000 
2.404198e+010 0.000000e+000 
2.885037e+010 0.000000e+000 
3.462045e+010 0.000000e+000 
4.154454e+010 0.000000e+000 
4.985345e+010 0.000000e+000 
5.982414e+010 0.000000e+000 
7.178896e+010 0.000000e+000 
8.614676e+010 0.000000e+000 
1.033761e+011 0.000000e+000 
1.240513e+011 0.000000e+000 
1.488616e+011 0.000000e+000 
1.786339e+011 0.000000e+000 
2.143607e+011 0.000000e+000 
2.572328e+011 0.000000e+000 
3.086794e+011 0.000000e+000 
3.704153e+011 0.000000e+000 
4.444983e+011 0.000000e+000 
5.333980e+011 0.000000e+000 
6.400776e+011 0.000000e+000 
7.680931e+011 0.000000e+000 
9.217118e+011 0.000000e+000 
1.106054e+012 0.000000e+000 
1.327265e+012 0.000000e+000 
1.592718e+012 0.000000e+000 
1.911262e+012 0.000000e+000 
2.293514e+012 0.000000e+000 
2.752217e+012 0.000000e+000 
3.302660e+012 0.000000e+000 
3.963192e+012 0.000000e+000 
4.755830e+012 0.000000e+000 
5.706996e+012 0.000000e+000 
6.848396e+012 0.000000e+000 
8.218075e+012 0.000000e+000 
9.861690e+012 0.000000e+000 
1.183403e+013 0.000000e+000 
1.420083e+013 0.000000e+000 
