1.000000e+003 6.185899e+005 2.898245e+005 
9.090909e+002 5.999083e+005 2.878524e+005 
8.264463e+002 5.813104e+005 2.856359e+005 
7.513148e+002 5.628245e+005 2.831592e+005 
6.830135e+002 5.444841e+005 2.804113e+005 
6.209213e+002 5.263259e+005 2.773877e+005 
5.644739e+002 5.083883e+005 2.740910e+005 
5.131581e+002 4.902580e+005 2.681286e+005 
4.665074e+002 4.729205e+005 2.645145e+005 
4.240976e+002 4.558990e+005 2.606632e+005 
3.855433e+002 4.392165e+005 2.566021e+005 
3.504939e+002 4.228893e+005 2.523603e+005 
3.186308e+002 4.069274e+005 2.479663e+005 
2.896644e+002 3.913348e+005 2.434466e+005 
2.633313e+002 3.761116e+005 2.388244e+005 
2.393920e+002 3.612550e+005 2.341188e+005 
2.176291e+002 3.467607e+005 2.293456e+005 
1.978447e+002 3.326246e+005 2.245170e+005 
1.798588e+002 3.188429e+005 2.196431e+005 
1.635080e+002 3.054129e+005 2.147321e+005 
1.486436e+002 2.923327e+005 2.097916e+005 
1.351306e+002 2.796011e+005 2.048292e+005 
1.228460e+002 2.672171e+005 1.998525e+005 
1.116782e+002 2.551795e+005 1.948693e+005 
1.015256e+002 2.434862e+005 1.898879e+005 
9.229600e+001 2.321346e+005 1.849161e+005 
8.390545e+001 2.211210e+005 1.799618e+005 
7.627768e+001 2.104407e+005 1.750323e+005 
6.934335e+001 2.000883e+005 1.701340e+005 
6.303941e+001 1.900576e+005 1.652727e+005 
5.730855e+001 1.803417e+005 1.604531e+005 
5.209868e+001 1.709331e+005 1.556791e+005 
4.736244e+001 1.618239e+005 1.509531e+005 
4.305676e+001 1.530055e+005 1.462764e+005 
3.914251e+001 1.444693e+005 1.416480e+005 
3.558410e+001 1.362074e+005 1.370653e+005 
3.234918e+001 1.282126e+005 1.325234e+005 
2.940835e+001 1.204800e+005 1.280156e+005 
2.673486e+001 1.130070e+005 1.235339e+005 
2.430442e+001 1.057947e+005 1.190702e+005 
2.209493e+001 9.884715e+004 1.146171e+005 
2.008630e+001 9.217180e+004 1.101694e+005 
1.826027e+001 8.577833e+004 1.057251e+005 
1.660025e+001 7.967769e+004 1.012862e+005 
1.509113e+001 7.388069e+004 9.685888e+004 
1.371921e+001 6.839661e+004 9.245360e+004 
1.247201e+001 6.323204e+004 8.808419e+004 
1.133819e+001 5.838995e+004 8.376696e+004 
1.030745e+001 5.386924e+004 7.951953e+004 
9.370406e+000 4.966470e+004 7.535954e+004 
8.518551e+000 4.576738e+004 7.130366e+004 
7.744138e+000 4.216517e+004 6.736668e+004 
7.040125e+000 3.884361e+004 6.356101e+004 
6.400114e+000 3.578670e+004 5.989646e+004 
5.818285e+000 3.297765e+004 5.638023e+004 
5.289350e+000 3.039947e+004 5.301712e+004 
4.808500e+000 2.803542e+004 4.980988e+004 
4.371364e+000 2.586930e+004 4.675950e+004 
3.973967e+000 2.388556e+004 4.386562e+004 
3.612697e+000 2.206937e+004 4.112676e+004 
3.284270e+000 2.040658e+004 3.854050e+004 
2.985700e+000 1.888366e+004 3.610366e+004 
2.714273e+000 1.748772e+004 3.381232e+004 
2.467521e+000 1.620649e+004 3.166186e+004 
2.243201e+000 1.502839e+004 2.964701e+004 
2.039273e+000 1.394257e+004 2.776185e+004 
1.853885e+000 1.293906e+004 2.599992e+004 
1.685350e+000 1.200879e+004 2.435432e+004 
1.532136e+000 1.114374e+004 2.281784e+004 
1.392851e+000 1.033687e+004 2.138316e+004 
1.266228e+000 9.582185e+003 2.004299e+004 
1.151117e+000 8.874613e+003 1.879024e+004 
1.046470e+000 8.209927e+003 1.761813e+004 
9.513361e-001 7.584620e+003 1.652030e+004 
8.648510e-001 6.995782e+003 1.549082e+004 
7.862282e-001 6.440984e+003 1.452424e+004 
7.147529e-001 5.918190e+003 1.361553e+004 
6.497754e-001 5.425693e+003 1.276007e+004 
5.907049e-001 4.962075e+003 1.195362e+004 
5.370044e-001 4.526185e+003 1.119232e+004 
4.881859e-001 4.117117e+003 1.047266e+004 
4.438053e-001 3.734181e+003 9.791529e+003 
4.034594e-001 3.376863e+003 9.146209e+003 
3.667813e-001 3.044762e+003 8.534402e+003 
3.334375e-001 2.737519e+003 7.954225e+003 
3.031250e-001 2.454735e+003 7.404182e+003 
2.755682e-001 2.195904e+003 6.883122e+003 
2.505165e-001 1.960351e+003 6.390159e+003 
2.277423e-001 1.747204e+003 5.924596e+003 
2.070385e-001 1.555393e+003 5.485841e+003 
1.882168e-001 1.383662e+003 5.073323e+003 
1.711062e-001 1.230616e+003 4.686440e+003 
1.555511e-001 1.094765e+003 4.324514e+003 
1.414101e-001 9.745776e+002 3.986772e+003 
1.285546e-001 8.685261e+002 3.672339e+003 
1.168678e-001 7.751286e+002 3.380249e+003 
1.062435e-001 6.929779e+002 3.109459e+003 
9.658497e-002 6.207631e+002 2.858870e+003 
8.780452e-002 5.572814e+002 2.627347e+003 
7.982229e-002 5.014435e+002 2.413741e+003 
7.256572e-002 4.522742e+002 2.216908e+003 
6.596883e-002 4.089080e+002 2.035720e+003 
5.997167e-002 3.705831e+002 1.869082e+003 
5.451970e-002 3.366333e+002 1.715938e+003 
4.956336e-002 3.064793e+002 1.575280e+003 
4.505760e-002 2.796196e+002 1.446153e+003 
4.096145e-002 2.556219e+002 1.327656e+003 
3.723769e-002 2.341145e+002 1.218946e+003 
3.385244e-002 2.147784e+002 1.119234e+003 
3.077495e-002 1.973401e+002 1.027789e+003 
2.797722e-002 1.815654e+002 9.439312e+002 
2.543384e-002 1.672531e+002 8.670343e+002 
2.312167e-002 1.542305e+002 7.965193e+002 
2.101970e-002 1.423489e+002 7.318533e+002 
1.910882e-002 1.314799e+002 6.725457e+002 
1.737166e-002 1.215125e+002 6.181453e+002 
1.579241e-002 1.123510e+002 5.682372e+002 
1.435674e-002 1.039127e+002 5.224402e+002 
1.305158e-002 9.612669e+001 4.804040e+002 
1.186507e-002 8.893265e+001 4.418073e+002 
1.078643e-002 8.227962e+001 4.063560e+002 
9.805847e-003 7.612485e+001 3.737818e+002 
